,title,start_time,end_time,word,stutter_type
85,p000001s000001w000086,86.375,86.515,my,n
86,p000001s000001w000087,86.515,86.765,best,n
87,p000001s000001w000088,86.765,87.1,film.,n
88,p000001s000001w000089,95.125,95.225,"Um,",i
89,p000001s000001w000090,95.225,95.6,IT,s
90,p000001s000001w000091,95.6,95.8,was,n
91,p000001s000001w000092,95.8,96.5,quite,n
92,p000001s000001w000093,96.5,96.97,"scary,",n
93,p000001s000001w000094,96.97,97.1,um.,i
94,p000001s000001w000095,97.1,100.15,About,n
95,p000001s000001w000096,100.15,100.61,dinosaurs.,n
96,p000001s000001w000097,100.61,100.85,What,n
97,p000001s000001w000098,100.85,106.59,happened?,n
98,p000001s000001w000099,106.59,106.815,U,s
99,p000001s000001w000100,106.815,106.945,it's,n
100,p000001s000001w000101,106.945,107,sequel,n
101,p000001s000001w000102,107,107.04,to,n
102,p000001s000001w000103,107.04,107.53,Jrassic,n
103,p000001s000001w000104,107.53,108.03,Park,n
104,p000001s000001w000105,108.03,108.49,"ANNNNN,",p
105,p000001s000001w000106,108.49,110.785,there,n
106,p000001s000001w000107,110.785,110.99,some,n
107,p000001s000001w000108,110.99,111.69,dinosaurs,n
108,p000001s000001w000109,111.69,112.12,escaped,n
109,p000001s000001w000110,112.12,114.89,"and,",n
110,p000001s000001w000111,114.89,115.03,well,n
111,p000001s000001w000112,115.03,115.26,actually,n
112,p000001s000001w000113,115.26,115.335,came,n
113,p000001s000001w000114,115.335,115.34,back.,n
114,p000001s000001w000115,115.34,115.355,Um.,i
115,p000001s000001w000116,115.355,115.4,What,n
116,p000001s000001w000117,115.4,115.445,were,n
117,p000001s000001w000118,115.445,115.565,they,n
118,p000001s000001w000119,115.565,115.9,trying,n
119,p000001s000001w000120,115.9,119.255,to,n
120,p000001s000001w000121,119.255,119.26,do?,n
121,p000001s000001w000122,119.26,119.475,Well,n
122,p000001s000001w000123,119.475,119.81,they,n
123,p000001s000001w000124,119.81,129.025,trying,n
124,p000001s000001w000125,129.025,129.385,to,n
125,p000001s000001w000126,129.385,129.745,catch,n
126,p000001s000001w000127,129.745,129.855,them,n
127,p000001s000001w000128,129.855,130.24,"and,",n
128,p000001s000001w000129,130.24,130.35,and,n
129,p000001s000001w000130,130.35,130.44,going,n
130,p000001s000001w000131,130.44,132.285,put,n
131,p000001s000001w000132,132.285,132.885,them,n
132,p000001s000001w000133,132.885,133.2,back,n
133,p000001s000001w000134,133.2,133.43,um,i
134,p000001s000001w000135,133.43,133.6,in,n
135,p000001s000001w000136,133.6,133.71,the,n
136,p000001s000001w000137,133.71,133.915,right,n
137,p000001s000001w000138,133.915,135.295,place.,n
138,p000001s000001w000139,135.295,137.94,How,n
139,p000001s000001w000140,137.94,140.815,do,n
140,p000001s000001w000141,140.815,140.995,"they,",n
141,p000001s000001w000142,140.995,141.24,"what,",n
142,p000001s000001w000143,141.24,141.29,how,n
143,p000001s000001w000144,141.29,141.52,do,n
144,p000001s000001w000145,141.52,141.58,they,n
145,p000001s000001w000146,141.58,141.945,discover?,n
146,p000001s000001w000147,141.945,142.325,They,n
147,p000001s000001w000148,142.325,146.175,walking,n
148,p000001s000001w000149,146.175,146.38,through,n
149,p000001s000001w000150,146.38,146.57,the,n
150,p000001s000001w000151,146.57,146.915,forest,n
151,p000001s000001w000152,146.915,147.1,and,n
152,p000001s000001w000153,147.1,147.145,they,n
153,p000001s000001w000154,147.145,149.805,SSSS-,p
154,p000001s000001w000155,149.805,149.96,heard,n
155,p000001s000001w000156,149.96,150.815,noises,n
156,p000001s000001w000157,150.815,151.975,and,n
157,p000001s000001w000158,151.975,153.155,saw,n
158,p000001s000001w000159,153.155,154.27,them.,n
159,p000001s000001w000160,154.27,154.53,"Right,",n
160,p000001s000001w000161,154.53,154.875,"OK,",s
161,p000001s000001w000162,154.875,155.335,that's,n
162,p000001s000001w000163,155.335,155.68,great.,n
